Id,Date and Time,Location,Category,Admin close out comment,Sentiment
B016692D-D1E7-4150-872C-49D11B0911C7,2023-08-29 14:18:32.400,"51.509827, -0.090167","Safety - Plant, Equipment & Tools",n/a,Good Practice
4CE426E2-4FF5-472F-992D-7C595F99C5E0,2023-08-29 08:25:16.787,"51.81913918564185, 0.6696762906286936",Safety - Excavations & Confined Spaces,Will bring  this up when I see Ailsa and Emma and will also bring it up in the next area we need to strip,Hazard
719D243D-5138-4A89-BAAA-9A9A00D4DD82,2023-08-31 09:06:11.477,"51.81870907994151, 0.6655841154975758","Safety - Procedural (RAMS, Permits, Process etc.)",Green flag and thanks,Good Practice
1F7F5AB7-2106-4AD4-B967-26B16A30CC60,2023-09-10 19:02:26.867,"51.84823731922008, 0.7239598679391078","Safety - Electrical Safety ",New lights ordered and await fitting,Hazard
AA891D9A-EE0C-4A4C-8C16-074BD9228A2F,2023-09-18 15:46:19.807,"51.84796496907289, 0.723580910677938",Environment - Ecology and Vegetation,ECOW consulted and their opinion was that they would need to check the spoil piles before backfilling,Hazard
0824F5AA-2D06-4A81-889E-1A673D54F8BF,2023-09-21 07:02:36.633,"51.84797013522865, 0.7236511016286152",Safety - Plant/Vehicle movement & People Interface,Briefed in SOS,Hazard
2741080B-341E-4FC4-BC02-1BBCB7068527,2023-09-21 14:49:04.593,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,Gateman has spoken to drivers,Hazard
C0B81809-408D-4FB4-93C8-2FB7CB746A3F,2023-09-21 10:41:50.997,"51.84795335786274, 0.7236116092640356",Safety - Plant/Vehicle movement & People Interface,Requested to slow down,Hazard
371BA516-E4A4-4A9D-B587-3B7BD65558DB,2023-09-14 13:55:22.703,"51.5098, -0.0901",Safety - Practice (doing something outside the other categories),Briefed to workforce,Hazard
F6E2E577-A662-46CE-A4AA-3C8EBF5C70EE,2023-09-13 13:53:48.217,"51.5098, -0.0901","Safety - Plant, Equipment & Tools"," information to be taken off the scanner so we still have records",Good Practice
2BF54773-F8C3-4F04-A065-5C316AD60FC9,2023-09-19 15:33:26.237,"51.84799017252639, 0.723482368899484","Safety - Plant, Equipment & Tools",Vehicle collected and taken to Northgate to repair,Hazard
C31CEFC1-BD82-4A0E-9E2F-6BC3429B7CE9,2023-09-12 14:16:11.180,"51.5098, -0.0901",Safety - Welfare Facilities,Fitter called to repair unit,Hazard
CC75D521-B439-41F2-8F5D-77E72F04423F,2023-09-12 12:17:13.937,"51.847963987790266, 0.7236267321923235",Safety - Plant/Vehicle movement & People Interface,Driver spoken to and rebriefed,Hazard
4400F704-E2C8-49A7-8AD2-DFE42F794EDB,2023-09-18 14:00:19.300,"51.5098, -0.0901",Safety - Welfare Facilities,Tap repaired,Hazard
711D2334-D859-4531-AADD-54D67229EE66,2023-10-16 15:13:51.600,"51.84796763012847, 0.7233565428258437",Safety - Practice (doing something outside the other categories),n/a,Good Practice
55B392A0-5348-4406-95C7-5919000E80F0,2023-10-17 13:32:58.690,"51.510445, -0.089124",Quality,n/a,Good Practice
4892E4A1-4167-42CE-853A-EB211B87BD60,2023-09-07 10:51:46.677,NULL,Environment - Resources (energy/water/material),Turned off any socket left on before leaving the office of an evening or if socket not in use at any point during the day,Hazard
F8CC6ECD-514D-43A0-87B6-FD1825FCB05E,2023-09-12 11:40:09.167,"51.5098, -0.0901",Safety - Housekeeping,Fixed,Hazard
4F5E0217-F47F-4ACE-965C-29E357F3F278,2023-09-28 14:21:44.410,"51.848316, 0.723608","Safety - Procedural (RAMS, Permits, Process etc.)",Suitable person identified for queries,Hazard
EE1659A2-12F4-430A-B22A-7427D3EAF5E5,2023-09-27 13:06:12.500,"51.8300590519616, 0.6928039318740957",Health - Other Health Issues,Restocked,Hazard
DF263F8B-D686-48C0-AECB-8C381FA39D17,2023-09-27 13:25:25.457,"51.81887351070278, 0.6655855020467382",Health - Other Health Issues,First aid kit to be sent to site,Hazard
6A85C3B5-7535-416B-BBB8-8FB624C80464,2023-09-27 15:28:17.067,"51.511130599909016, -0.08736011285826535",Environment - Land Contamination,Mats to be ordered and in place for nappies to be effective,Hazard
C39668F0-3841-4353-AF96-AC15C26874E2,2023-09-22 11:04:20.900,NULL,"Safety - Slip, Trip or Fall on same level",Works manager aware. New ramp to be built,Hazard
F7979868-FA26-4F53-A7BF-2D1191FC746A,2023-08-26 17:57:25.020,"51.84799293023192, 0.7236373461934931","Safety - Electrical Safety ",Securely put the cable end part which has power inside the compound and tightened it at the back side of ladies toilet,Hazard
F16C651D-D536-45CC-9E44-57EAA3919D18,2023-08-24 07:58:53.840,NULL,"Safety - Procedural (RAMS, Permits, Process etc.)",Prewarned about it and reported to WM,Hazard
E3D4A4E0-935C-42B3-B08A-5AA188C43A02,2023-08-24 07:47:56.193,"51.501731927923345, -0.12000848143361509",Safety - PPE,Knee pads supplied,Good Practice
2B97AB90-F640-4011-BA63-70FF71D4721C,2023-08-23 08:41:03.810,"51.84831839860525, 0.7317687572351209",Safety - Third Party / Public,Reported to office but man left quickly,Hazard
72C23ECF-EA5B-4E7C-B3FE-CE3B96250116,2023-08-22 15:31:05.073,"51.84822518464449, 0.7245187889632554",Safety - Welfare Facilities,Installed correct signage,Good Practice
DEB9075E-FFF5-462E-8136-0DF17C5B3225,2023-10-03 14:01:59.967,"51.567181, -0.432565",Health - Other Health Issues,Operative attended medical and new cert issued,Hazard
06750684-04F7-48F8-8316-05FAC6E3B0BE,2023-10-05 13:57:26.937,"51.84814777736121, 0.7249592705331542",Environment - Ecology and Vegetation,n/a,Good Practice
BA8F2441-F7BE-4FFD-BA4A-292224DE2FFB,2023-10-09 07:00:17.000,"51.510445, -0.089124","Safety - Plant, Equipment & Tools",NULL,Hazard
67A6A6B7-26A4-4921-9DEE-605C8AC5D22D,2023-10-09 07:01:06.000,"51.510445, -0.089124",Environment - Pollution - Air quality / dust,n/a,Good Practice
5774961F-B0D1-4F3F-BB2A-0619D5DCCB31,2023-10-10 07:53:52.210,"51.84331580256871, 0.724942719484098","Health - Handling, Lifting or Carrying",NULL,Hazard
A18FB030-D171-44AB-B2C8-89B418CE46AA,2023-09-18 13:41:18.333,"51.793659549138226, 0.6486383431434285","Safety - Plant, Equipment & Tools",Excavator and bowser driver stopped and informed about refuelling near to a watercourse. Refuelling stopped,Hazard
7320244F-9FA4-49C2-A888-8D82C87325A7,2023-09-19 13:26:35.237,"51.84796438610817, 0.7235806458720992",Safety - Housekeeping,"Stood back up ",Hazard
91B6F8EB-6EF1-4CA8-9A6B-9A7704658A19,2023-09-20 10:03:58.403,"51.847967847183135, 0.7235925174195992",Safety - Welfare Facilities,Reported to site staff,Hazard
4E13507D-3932-46B3-8541-A6A5E04966F0,2023-09-20 08:47:18.450,"51.847964817983225, 0.7235818245885621",Environment - Pollution - Water course,Reviewed temporary works register against flood zone risk,Good Practice
A44EC867-5ADD-4688-A1E2-DA13CDED8A68,2023-09-15 09:17:59.327,"51.84798076289829, 0.7236275585053178",Safety - Plant/Vehicle movement & People Interface,Reported to their contract manager,Hazard
67EB3966-9436-40A0-BC4B-DA2E7CC14780,2023-09-14 11:20:55.000,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),SOS's are week long and for those current works,Hazard
888425EF-9045-4618-9578-E206F1C9A43F,2023-09-15 08:37:07.417,"51.84798076289829, 0.7236275585053178",Safety - Plant/Vehicle movement & People Interface,Operative spoke to. Correct Ppe put on.,Hazard
9B129B68-C0A7-484F-B40B-FCAB5DF766F0,2023-09-13 13:52:28.517,"51.5098, -0.0901","Safety - Plant, Equipment & Tools"," information to be taken off the scanner so we still have records",Hazard
869ADB78-3D51-4A43-AA0C-59B749C8FA3E,2023-08-08 15:42:34.633,"51.84816712258676, 0.723955146279609","Safety - Procedural (RAMS, Permits, Process etc.)",n/a,Good Practice
70D7119C-9693-4457-B049-B13797EF2D3C,2023-08-09 09:06:31.827,NULL,Safety - Housekeeping,Project office / supervisor will raise the above with Costain,Good Practice
6CC60948-201F-4790-BF21-4FBCC3A9652C,2023-09-28 15:43:30.000,"51.84796228318234, 0.7235982128500353",Environment - Resources (energy/water/material),NULL,Good Practice
310E0E1A-736F-4DD2-B5AB-5C2B6590A246,2023-10-10 13:46:23.543,"51.848317, 0.723609","Safety - Plant, Equipment & Tools",Lynch Hydreamer replaced with a 20 ton bell dumper,Hazard
645D8279-EA50-46F8-9B68-C9F54C04FCA4,2023-10-10 13:47:47.267,"51.848317, 0.723609","Safety - Plant, Equipment & Tools",n/a,Good Practice
99D588D9-CFB1-4954-BE67-DBA75ACB4FF8,2023-10-19 14:20:24.037,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),NULL,Hazard
D77577CC-6411-43F1-B503-3019C038104D,2023-10-20 14:58:58.397,"51.5104, -0.0891","Safety - Slip, Trip or Fall on same level",NULL,Hazard
4FF76E9C-2C2E-463E-B6B2-5CD44CDCC1A4,2023-10-20 15:00:38.613,"51.5104, -0.0891","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
B1C1E3CB-3321-4F06-AD07-1F5BE1CADC6D,2023-10-03 12:11:58.927,"51.84177621340818, 0.7200798767904658",Safety - Plant/Vehicle movement & People Interface,n/a,Good Practice
9E134C36-653A-4C54-B8DD-819949C21542,2023-10-03 14:03:50.120,"51.567181, -0.432565",Health - Other Health Issues,Operative arranged a medical appointment and new cert issued,Good Practice
448F272E-C242-4BD5-B8CE-8C20B3B6C179,2023-10-03 12:06:19.737,"51.84177621340818, 0.7200798767904658",Safety - Third Party / Public,n/a,Good Practice
1855496E-B863-47F3-A38C-F3F49280DDFD,2023-10-02 13:46:05.927,"51.84797097647745, 0.723638237252866",Safety - PPE,Operative spoken to and Ppe replaced by 3sl,Hazard
0709EB0D-8CFC-4A1E-9F96-29413C06BD91,2023-10-04 14:33:08.963,"51.848317, 0.723609",Safety - Plant/Vehicle movement & People Interface,Vehicles stopped and beacons switched on,Hazard
2BB3C29A-2C97-4748-B624-451B11A9130F,2023-10-04 14:35:07.543,"51.510445, -0.089124",Quality,n/a,Good Practice
E61FE560-AD69-4B8E-8E68-0D335AB11FA4,2023-10-06 13:03:16.490,"51.5104, -0.0891",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
AAD3D41D-B76E-4113-B723-8092D63F47E9,2023-10-06 13:04:31.847,"51.5104, -0.0891","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
1B07B49E-DEB5-4825-8523-CB63DFB015F7,2023-10-09 06:32:55.467,"51.847969807774824, 0.7236357983143012",Safety - Welfare Facilities,NULL,Hazard
F46D74C7-5AC3-4418-9AA5-3E8B885603AB,2023-10-09 09:30:19.147,"51.848178, 0.72353",Safety - PPE,NULL,Hazard
F46D74C7-5AC3-4418-9AA5-3E8B885603AB,2023-10-09 09:30:19.147,"51.848178, 0.72353",Safety - PPE,i safely approached one operative from other side of fence and asked him and colleague to put glasses on to reduce the risk of a splinter to the eye!,Hazard
6CC60948-201F-4790-BF21-4FBCC3A9652C,2023-09-28 15:43:30.000,"51.84796228318234, 0.7235982128500353",Environment - Resources (energy/water/material),n/a,Good Practice
248FF3F1-DD4E-4153-BCD7-549405E2C3C2,2023-10-10 07:50:29.997,"51.84331580256871, 0.724942719484098",Safety - Excavations & Confined Spaces,NULL,Hazard
EC083161-B671-4953-97A2-5F640D36F947,2023-10-10 07:33:26.000,"51.843386666076206, 0.7249845066210812","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
46F82386-7B6F-4726-A69C-9EBFC34FBF46,2023-10-12 14:44:06.070,"51.848318, 0.723608","Safety - Slip, Trip or Fall on same level",NULL,Hazard
62659C04-61B9-443C-BFBE-28EC92415A14,2023-10-24 14:58:03.300,"51.5104, -0.0891","Safety - Plant, Equipment & Tools",NULL,Hazard
A8DC3433-93E8-4FE0-BE5F-5A75602C0786,2023-10-24 14:59:09.180,"51.5104, -0.0891",Safety - Practice (doing something outside the other categories),n/a,Good Practice
A735871B-0F32-4C40-91CB-EF893421C71D,2023-10-11 10:14:58.027,"51.84797930750487, 0.7236221777943401",Environment - Waste Disposal (Compliance),NULL,Good Practice
4AD0806E-65E0-4C8B-B78E-96114B2B8437,2023-10-11 14:14:29.307,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",Litter picked up and operatives briefed,Good Practice
3E6E65C4-E676-4BD4-B81C-CA981D8BCB32,2023-10-11 14:13:34.047,"51.510445, -0.089124",Safety - Housekeeping,Litter has been picked up and operatives briefed,Hazard
A735871B-0F32-4C40-91CB-EF893421C71D,2023-10-11 10:14:58.027,"51.84797930750487, 0.7236221777943401",Environment - Waste Disposal (Compliance),"The new signage includes QR codes which link directly to the waste carrier licences and also waste exemptions for the companies we use. This means that during any site inspections we can bring this information up immediately, similarly to QR codes on plant are used",Good Practice
D294D480-6CDA-48AB-BFC2-740955E5F8C0,2023-10-09 09:00:05.000,NULL,Safety - PPE,NULL,Good Practice
9CB38EAE-B33F-4E0C-A6D6-7B31B94D68AB,2023-10-12 08:06:43.360,NULL,"Safety - Slip, Trip or Fall on same level",NULL,Good Practice
AFF2701D-80CC-496D-8925-CEFA10D7D7F2,2023-10-12 11:08:20.043,"51.5110919, -0.0871991",Quality,NULL,Good Practice
7A108D9C-D563-44F1-9E1B-A88C8A62E25C,2023-10-12 14:45:13.493,"51.510445, -0.089124",Safety - Excavations & Confined Spaces,n/a,Good Practice
A9557FA2-C317-4573-A84E-45C1BCC6F22A,2023-10-13 14:31:46.967,"51.5104, -0.0891",Safety - Excavations & Confined Spaces,n/a,Good Practice
62F3DD0A-BC72-4B58-947F-D0610983ECA7,2023-10-13 14:30:50.490,"51.5104, -0.0891","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
EF974D6D-32E1-4456-A1BE-C6DCAD5D6934,2023-10-18 06:43:44.233,NULL,Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
C0AAAA72-2B10-48A1-A1A8-D9BB3A94CBEC,2023-10-18 14:21:01.360,NULL,Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
5EEC5A54-7D4B-4B72-A810-B2BB01E5DA8D,2023-10-19 06:50:47.000,"51.8476856, 0.7229905",Safety - Housekeeping,NULL,Hazard
1847B10A-76F6-481D-901D-664F249A8AC6,2023-10-26 15:01:13.020,"51.847864502588436, 0.723569933671957",Environment - Ecology and Vegetation,n/a,Good Practice
94EBE6EE-EEAB-4A0B-81F5-A27CBC865AF9,2023-10-27 14:39:25.267,"51.7501, 0.491032","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
F9606ABF-2239-46E8-B871-1DB65D7EA561,2023-10-03 08:24:01.000,NULL,Health - Other Health Issues,n/a,Good Practice
E3DD106F-5A64-4719-AFB8-ACAD74C1F427,2023-10-12 08:26:31.723,NULL,Environment - Resources (energy/water/material),NULL,Good Practice
74423D3C-CAD2-4A94-A3EC-4F9AE5F69F53,2023-10-18 08:32:40.763,"51.84795335786274, 0.7236116092640356",Safety - Welfare Facilities,NULL,Hazard
937BA904-C02E-4D0B-83A4-32130556A888,2023-10-19 11:03:33.980,"51.845476532660086, 0.7307922248660361","Safety - Slip, Trip or Fall on same level",NULL,Hazard
C70DF451-E3DB-4F40-B81A-89E23314F593,2023-10-19 12:17:10.337,NULL,"Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
937BA904-C02E-4D0B-83A4-32130556A888,2023-10-19 11:03:33.980,"51.845476532660086, 0.7307922248660361","Safety - Slip, Trip or Fall on same level",Machine drivers stood down by cp. headland to assess works on ongoing basis,Hazard
74423D3C-CAD2-4A94-A3EC-4F9AE5F69F53,2023-10-18 08:32:40.763,"51.84795335786274, 0.7236116092640356",Safety - Welfare Facilities,Cleaner advised and soap restocked,Hazard
86B4476C-53AC-4632-A842-5D7383A69EC6,2023-10-19 12:14:43.840,"51.843360881369414, 0.7249415013945893",Safety - Excavations & Confined Spaces,No machines excavating,Good Practice
C70DF451-E3DB-4F40-B81A-89E23314F593,2023-10-19 12:17:10.337,NULL,"Safety - Conditions (Weather, Ground, Water way etc.)",No hand excavations in site 28a - started excavation works in site 28b due to geology being safer to work in,Good Practice
5EEC5A54-7D4B-4B72-A810-B2BB01E5DA8D,2023-10-19 06:50:47.000,"51.8476856, 0.7229905",Safety - Housekeeping,"Check self and equipment, resumed work after no damage sustained",Hazard
EF974D6D-32E1-4456-A1BE-C6DCAD5D6934,2023-10-18 06:43:44.233,NULL,Safety - Plant/Vehicle movement & People Interface,Discussed with Site team and alternative setups being looked at.,Hazard
C0AAAA72-2B10-48A1-A1A8-D9BB3A94CBEC,2023-10-18 14:21:01.360,NULL,Safety - Plant/Vehicle movement & People Interface,"I've brought this to their attention, as did other people, then the gate guard had a talk with them which helped. I've also reported this to enterprise through our internal Fleet team.",Hazard
2F4CB85A-90DC-4320-9860-E8461258E9B4,2023-10-19 12:16:40.637,NULL,Safety - Housekeeping,Item was picked up and placed in a secured shelf,Hazard
FF4D14EF-8082-43B8-9FCA-7560BC9DA1BA,2023-10-19 14:21:29.287,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),n/a,Good Practice
F58BAB35-5BEC-4D12-91D5-01E3F16073EC,2023-10-31 15:22:47.663,"51.848322, 0.723605",Safety - Practice (doing something outside the other categories),n/a,Good Practice
3F0CDEFE-D0E2-4E83-8F2D-B1EDE3C40C1C,2023-10-31 15:21:10.843,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),Eye wash replaced,Hazard
4E0AF786-B698-4C18-9316-3EE854D8F9CC,2023-11-02 12:49:29.850,"51.8429592, 0.7228248",Safety - Housekeeping,NULL,Good Practice
B05C7CBE-B630-4B06-B05E-388CC6148DAC,2023-10-19 08:16:38.293,"51.847976914997105, 0.7236449549325977",Safety - Practice (doing something outside the other categories),NULL,Hazard
643C335A-69DC-4E00-B0A3-E4981550A0C6,2023-10-20 08:52:00.807,"51.84764861994733, 0.723142648125322","Safety - Plant, Equipment & Tools",NULL,Good Practice
8778EDD3-7B05-44E5-B22B-67A9AE20F6DD,2023-10-17 11:00:22.000,NULL,"Health - Handling, Lifting or Carrying",NULL,Hazard
C191805F-D7DF-470E-913F-6C6CA4C85756,2023-10-23 08:23:18.200,"51.84795335786274, 0.7236116092640356",Safety - Welfare Facilities,NULL,Hazard
250DA000-759A-45B0-B437-C4834BCCB0B7,2023-10-23 11:01:03.317,"51.84322258555545, 0.7263206981462812",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
09A10CCB-78DE-4712-A39C-BB79BCA1D8A8,2023-10-18 08:53:11.000,NULL,"Safety - Slip, Trip or Fall on same level",NULL,Hazard
E1770A59-6302-4961-B6FB-9C52C1EA25FC,2023-10-25 14:34:00.767,"51.5104, -0.0891","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Hazard
3FC1A79C-FA77-45A4-93AD-B6740CA596E8,2023-10-25 14:35:00.577,"51.5104, -0.0891",Safety - Practice (doing something outside the other categories),n/a,Good Practice
1847B10A-76F6-481D-901D-664F249A8AC6,2023-10-26 15:01:13.020,"51.847864502588436, 0.723569933671957",Environment - Ecology and Vegetation,NULL,Good Practice
4C10CEB5-078C-492A-BFDF-94C4286F7456,2023-10-26 15:06:39.140,"51.8481768, 0.7238244",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
026F943D-FE22-49C2-B173-C2F1AEAC5101,2023-10-26 14:59:25.930,"51.84830597729167, 0.7241839776997816",Safety - Welfare Facilities,NULL,Hazard
A7383377-E1A2-48E9-AA46-2F21863E25E0,2023-10-27 14:37:34.933,"51.5168, -0.0577",Safety - Practice (doing something outside the other categories),NULL,Hazard
C803B219-E81F-4A3A-BED6-0AE472B85393,2023-10-30 07:22:48.003,NULL,"Safety - Slip, Trip or Fall on same level",NULL,Hazard
C803B219-E81F-4A3A-BED6-0AE472B85393,2023-10-30 07:22:48.003,NULL,"Safety - Slip, Trip or Fall on same level",,Hazard
88A28285-30E3-49A7-91D8-1B7CD0F46B2B,2023-10-23 15:50:19.210,"51.847723753731245, 0.7226840245690802",Safety - Welfare Facilities,Wernicks attended and repaired,Good Practice
62659C04-61B9-443C-BFBE-28EC92415A14,2023-10-24 14:58:03.300,"51.5104, -0.0891","Safety - Plant, Equipment & Tools",NULL,Hazard
BC4F5446-34B7-4449-BEA6-9C79129A09A9,2023-10-02 13:01:02.687,"51.848312, 0.723603",Safety - Plant/Vehicle movement & People Interface,"Operative briefed on site rules
",Hazard
C803B219-E81F-4A3A-BED6-0AE472B85393,2023-10-30 07:22:48.003,NULL,"Safety - Slip, Trip or Fall on same level",water mopped up,Hazard
