WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Mist,75.00,5.00,4.00,100.00,0.00,1037.00,3,5.00,7.00,Design Delays
Sunny,3.00,7.00,7.00,75.00,0.00,1041.00,3,10.00,2.00,Materials
Partly cloudy,25.00,3.00,0.00,87.00,0.00,1006.00,1,10.00,6.00,Supplier Performance
Partly cloudy,25.00,3.00,-1.00,87.00,0.00,1006.00,1,10.00,6.00,Supplier Performance
Sunny,3.00,20.00,20.00,68.00,0.00,1027.00,5,10.00,10.00,Safety
Partly cloudy,25.00,9.00,6.00,83.00,0.00,996.00,3,10.00,16.00,Planning
Sunny,8.00,25.00,26.00,38.00,0.00,1028.00,7,10.00,10.00,Experience/Competence
Partly cloudy,39.00,5.00,0.00,67.00,0.00,1024.00,2,10.00,22.00,Subcontractor Performance
Partly cloudy,39.00,5.00,0.00,67.00,0.00,1024.00,2,10.00,22.00,Subcontractor Performance
Partly cloudy,39.00,5.00,0.00,67.00,0.00,1024.00,2,10.00,22.00,Subcontractor Performance
Light rain,100.00,9.00,7.00,89.00,0.30,1013.00,2,9.00,14.00,Design Delays
Light rain,100.00,9.00,8.00,95.00,0.20,1016.00,2,7.00,9.00,Planning
Light rain,100.00,9.00,8.00,95.00,0.20,1016.00,2,7.00,9.00,Planning
Light drizzle,100.00,10.00,9.00,91.00,0.10,1017.00,3,2.00,9.00,Planning
Light rain,100.00,9.00,8.00,95.00,0.20,1016.00,2,7.00,9.00,Planning
Clear,15.00,15.00,15.00,83.00,0.00,1025.00,1,10.00,19.00,Delay By Others
Partly cloudy,75.00,14.00,14.00,51.00,0.00,1030.00,5,10.00,13.00,Design Delays
Partly cloudy,55.00,14.00,12.00,59.00,0.00,1018.00,4,10.00,22.00,Ground Condition
Light rain,100.00,10.00,7.00,91.00,0.40,1006.00,3,9.00,29.00,Weather
Sunny,11.00,9.00,7.00,74.00,0.00,999.00,3,10.00,12.00,Delay By Others
Heavy Rain,75.00,12.00,10.00,94.00,0.20,995.00,3,1.00,28.00,Subcontractor Performance
Heavy Rain,75.00,12.00,10.00,94.00,0.20,995.00,3,1.00,28.00,Subcontractor Performance
Overcast,97.00,21.00,21.00,47.00,0.00,1016.00,5,10.00,16.00,Design Delays
Overcast,100.00,23.00,24.00,41.00,0.00,1016.00,5,10.00,17.00,Design Delays
Sunny,35.00,22.00,22.00,47.00,0.00,1019.00,6,10.00,9.00,Design Delays
Partly cloudy,75.00,22.00,24.00,50.00,0.10,1020.00,5,10.00,17.00,Engineering
Partly cloudy,42.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Covid-19
Overcast,100.00,14.00,13.00,77.00,0.00,1010.00,3,10.00,24.00,Delay By Others
Partly cloudy,44.00,11.00,10.00,50.00,0.00,1032.00,4,10.00,11.00,Subcontractor Planning
Partly cloudy,45.00,10.00,9.00,57.00,0.00,1032.00,3,10.00,10.00,Subcontractor Planning
Overcast,99.00,8.00,5.00,50.00,0.00,999.00,2,10.00,18.00,Plant
Overcast,99.00,8.00,5.00,49.00,0.00,1000.00,2,10.00,19.00,Plant
Patchy rain possible,91.00,12.00,10.00,82.00,0.20,1005.00,3,9.00,14.00,Design Delays
Overcast,96.00,18.00,18.00,74.00,0.00,1021.00,4,10.00,12.00,Plant
Overcast,98.00,17.00,17.00,79.00,0.00,1022.00,4,10.00,11.00,Plant
Overcast,98.00,17.00,17.00,79.00,0.00,1022.00,4,10.00,11.00,Plant
Overcast,96.00,18.00,18.00,74.00,0.00,1021.00,4,10.00,12.00,Plant
Light rain shower,89.00,19.00,19.00,73.00,0.40,1009.00,4,10.00,17.00,Plant
Light rain,100.00,6.00,1.00,93.00,0.50,1013.00,2,9.00,25.00,Planning
Partly cloudy,38.00,13.00,10.00,62.00,0.00,1018.00,4,10.00,24.00,Design Delays
Partly cloudy,32.00,1.00,0.00,63.00,0.00,1011.00,2,10.00,5.00,Subcontractor Planning
Partly cloudy,32.00,1.00,0.00,63.00,0.00,1011.00,2,10.00,5.00,Subcontractor Planning
Moderate rain,100.00,15.00,14.00,89.00,2.30,1008.00,3,6.00,16.00,Resource
Partly cloudy,25.00,5.00,5.00,81.00,0.00,1036.00,3,10.00,2.00,Design Delays
Overcast,92.00,5.00,2.00,76.00,0.00,1023.00,2,10.00,16.00,Safety
Sunny,16.00,17.00,17.00,59.00,0.00,1021.00,5,10.00,14.00,Planning
Sunny,20.00,14.00,12.00,60.00,0.00,1019.00,4,10.00,22.00,Subcontractor Performance
Partly cloudy,50.00,14.00,13.00,67.00,0.00,1017.00,4,10.00,20.00,Subcontractor Performance
Sunny,23.00,10.00,7.00,74.00,0.00,1019.00,3,10.00,19.00,Safety
Sunny,23.00,10.00,7.00,74.00,0.00,1019.00,3,10.00,19.00,Safety
Clear,6.00,40.00,39.00,12.00,0.00,1015.00,1,10.00,11.00,Weather
Light rain,100.00,9.00,7.00,89.00,0.30,1013.00,2,9.00,14.00,Design Delays
Light rain,100.00,9.00,7.00,89.00,0.30,1013.00,2,9.00,14.00,Design Delays
Light rain,100.00,9.00,7.00,89.00,0.30,1013.00,2,9.00,14.00,Design Delays
Patchy rain possible,100.00,15.00,15.00,89.00,0.10,989.00,4,10.00,21.00,Weather
Partly cloudy,75.00,13.00,11.00,77.00,0.00,1027.00,1,10.00,13.00,Design Delays
Cloudy,81.00,11.00,10.00,88.00,0.00,1014.00,3,10.00,10.00,Delay By Others
Cloudy,81.00,11.00,10.00,88.00,0.00,1014.00,3,10.00,10.00,Delay By Others
Patchy rain possible,51.00,11.00,9.00,41.00,0.00,997.00,3,10.00,23.00,Ground Condition
Cloudy,73.00,7.00,5.00,87.00,0.00,1003.00,2,10.00,10.00,Document Control
Sunny,0.00,5.00,3.00,75.00,0.00,1030.00,3,10.00,10.00,Planning
Sunny,0.00,5.00,3.00,75.00,0.00,1030.00,3,10.00,10.00,Planning
Sunny,0.00,5.00,3.00,75.00,0.00,1030.00,3,10.00,10.00,Planning
Partly cloudy,50.00,19.00,19.00,46.00,0.00,1019.00,5,10.00,19.00,Design Delays
Light rain shower,87.00,16.00,16.00,88.00,0.30,1003.00,4,10.00,12.00,Change
Sunny,4.00,37.00,36.00,19.00,0.00,1014.00,9,10.00,13.00,Materials
Sunny,5.00,36.00,35.00,17.00,0.00,1014.00,9,10.00,15.00,Materials
Sunny,0.00,32.00,30.00,26.00,0.00,1013.00,9,10.00,13.00,Materials
Sunny,4.00,37.00,36.00,19.00,0.00,1014.00,9,10.00,13.00,Materials
Sunny,22.00,11.00,9.00,65.00,0.00,1029.00,4,10.00,16.00,Design Delays
Sunny,5.00,34.00,35.00,34.00,0.00,1016.00,8,10.00,23.00,Change
Sunny,5.00,34.00,35.00,34.00,0.00,1016.00,8,10.00,23.00,Change
Sunny,5.00,34.00,35.00,34.00,0.00,1016.00,8,10.00,23.00,Change
Sunny,2.00,26.00,25.00,27.00,0.00,1020.00,7,10.00,12.00,Delay By Company
Sunny,0.00,0.00,-4.00,73.00,0.00,1009.00,2,10.00,12.00,Subcontractor Planning
Sunny,18.00,6.00,2.00,82.00,0.00,998.00,3,10.00,22.00,Safety
Overcast,100.00,4.00,1.00,84.00,0.00,1020.00,1,7.00,18.00,Subcontractor Interface
Partly cloudy,25.00,21.00,21.00,60.00,0.00,1022.00,6,10.00,22.00,Delay By Company
Sunny,12.00,16.00,17.00,79.00,0.00,1012.00,5,10.00,6.00,Subcontractor Performance
Sunny,12.00,16.00,17.00,79.00,0.00,1012.00,5,10.00,6.00,Subcontractor Performance
Partly cloudy,25.00,6.00,2.00,56.00,0.00,1020.00,3,10.00,28.00,Planning
Light snow,85.00,1.00,-3.00,87.00,0.00,1011.00,1,8.00,14.00,Resource
Sunny,0.00,20.00,20.00,37.00,0.00,1019.00,4,10.00,7.00,Subcontractor Planning
Patchy rain possible,51.00,8.00,4.00,56.00,0.00,1016.00,2,10.00,26.00,Supplier Performance
Sunny,37.00,19.00,19.00,55.00,0.00,1014.00,5,10.00,12.00,Subcontractor Performance
Partly cloudy,40.00,21.00,21.00,68.00,0.00,1007.00,6,10.00,5.00,Resource
Sunny,10.00,21.00,21.00,49.00,0.00,1024.00,6,10.00,6.00,Design Delays
Partly cloudy,33.00,14.00,13.00,79.00,0.00,1019.00,4,10.00,13.00,Plant
Sunny,0.00,5.00,2.00,70.00,0.00,1014.00,2,10.00,17.00,Covid-19
Partly cloudy,57.00,11.00,9.00,69.00,0.00,1028.00,4,10.00,21.00,Subcontractor Performance
Sunny,0.00,16.00,16.00,49.00,0.00,1020.00,5,10.00,14.00,Design Delays
Patchy rain possible,100.00,9.00,5.00,90.00,0.00,1022.00,2,10.00,24.00,Resource
Partly cloudy,32.00,13.00,10.00,65.00,0.00,1018.00,4,10.00,24.00,Design Delays
Rain,0.00,6.00,2.00,75.00,0.00,1013.00,2,10.00,19.00,Safety
Patchy rain possible,80.00,16.00,16.00,85.00,0.10,1010.00,4,9.00,14.00,Resource
Patchy rain possible,80.00,16.00,16.00,85.00,0.20,1010.00,4,9.00,14.00,Resource
Partly cloudy,25.00,15.00,14.00,94.00,0.00,1009.00,5,10.00,7.00,Resource
Overcast,88.00,18.00,18.00,79.00,0.00,1013.00,4,10.00,18.00,Safety
Sunny,0.00,20.00,20.00,43.00,0.00,1017.00,6,10.00,22.00,Design Delays
Sunny,0.00,0.00,-2.00,74.00,0.00,1037.00,2,10.00,5.00,Materials
Sunny,0.00,0.00,-2.00,72.00,0.00,1037.00,2,10.00,5.00,Materials
Cloudy,70.00,17.00,17.00,76.00,0.00,1008.00,4,10.00,28.00,Design Delays
Light Drizzle And Rain,100.00,11.00,10.00,87.00,0.20,1016.00,3,5.00,11.00,Weather
Sunny,1.00,25.00,25.00,33.00,0.00,1029.00,7,10.00,15.00,Subcontractor Planning
Overcast,100.00,21.00,21.00,53.00,0.00,1030.00,7,10.00,11.00,Subcontractor Planning
Overcast,100.00,21.00,21.00,53.00,0.00,1030.00,7,10.00,11.00,Subcontractor Planning
Partly cloudy,52.00,15.00,15.00,74.00,0.00,1014.00,4,10.00,4.00,Delay By Others
Partly cloudy,51.00,16.00,17.00,67.00,0.00,1014.00,5,10.00,5.00,Delay By Others
Partly cloudy,51.00,16.00,17.00,67.00,0.00,1014.00,5,10.00,5.00,Delay By Others
Sunny,1.00,19.00,19.00,52.00,0.00,1026.00,5,10.00,4.00,Resource
Sunny,1.00,19.00,19.00,52.00,0.00,1026.00,5,10.00,4.00,Resource
Sunny,3.00,22.00,22.00,59.00,0.00,1027.00,6,10.00,12.00,Safety
Sunny,23.00,7.00,5.00,56.00,0.00,1023.00,3,10.00,14.00,Weather
Sunny,23.00,7.00,5.00,56.00,0.00,1023.00,3,10.00,14.00,Weather
Partly cloudy,67.00,10.00,8.00,66.00,0.00,1028.00,4,10.00,18.00,Plant
Overcast,100.00,10.00,6.00,92.00,0.00,998.00,2,7.00,32.00,Weather
Partly cloudy,42.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Weather
Partly cloudy,43.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Weather
Patchy rain possible,97.00,8.00,5.00,59.00,0.00,1032.00,2,10.00,19.00,Ground Condition
Patchy rain possible,97.00,8.00,5.00,59.00,0.00,1032.00,2,10.00,19.00,Ground Condition
Partly cloudy,46.00,12.00,10.00,72.00,0.00,1019.00,4,10.00,20.00,Plant
Partly cloudy,46.00,12.00,10.00,72.00,0.00,1019.00,4,10.00,20.00,Plant
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Interface
Partly cloudy,45.00,25.00,25.00,37.00,0.00,1020.00,7,10.00,7.00,Plant
Sunny,11.00,25.00,26.00,57.00,0.00,1013.00,6,10.00,15.00,Design Delays
Overcast,100.00,2.00,-2.00,76.00,0.00,1001.00,1,10.00,13.00,Communication
Partly cloudy,75.00,20.00,20.00,60.00,0.00,1015.00,5,10.00,28.00,Supplier Performance
Patchy rain possible,53.00,22.00,22.00,53.00,0.00,1016.00,5,10.00,23.00,Supplier Performance
Cloudy,67.00,7.00,3.00,68.00,0.00,1008.00,2,10.00,36.00,Subcontractor Performance
Partly cloudy,46.00,18.00,18.00,55.00,0.00,1030.00,5,10.00,18.00,Delay By Others
Partly cloudy,75.00,17.00,17.00,72.00,0.00,1014.00,4,10.00,9.00,Design Delays
Light rain shower,100.00,14.00,12.00,93.00,0.20,994.00,3,10.00,31.00,Safety
Light drizzle,100.00,14.00,12.00,88.00,0.70,994.00,3,2.00,33.00,Safety
Sunny,44.00,12.00,10.00,65.00,0.00,1014.00,4,10.00,21.00,Weather
Partly cloudy,34.00,9.00,7.00,78.00,0.00,1011.00,3,10.00,15.00,Safety
Partly cloudy,34.00,9.00,7.00,78.00,0.00,1011.00,3,10.00,15.00,Safety
Moderate or heavy rain shower,100.00,20.00,20.00,84.00,1.00,1018.00,4,7.00,5.00,Design Delays
Moderate or heavy rain shower,99.00,20.00,20.00,84.00,2.10,1018.00,4,7.00,7.00,Design Delays
Moderate or heavy rain shower,99.00,20.00,20.00,84.00,2.10,1018.00,4,7.00,7.00,Design Delays
Overcast,100.00,12.00,11.00,59.00,0.00,1016.00,3,10.00,18.00,Plant
Overcast,79.00,5.00,2.00,81.00,0.00,1013.00,2,10.00,17.00,Communication
Overcast,79.00,5.00,2.00,81.00,0.00,1013.00,2,10.00,17.00,Communication
Partly cloudy,47.00,13.00,10.00,78.00,0.00,1021.00,4,10.00,30.00,Supplier Performance
Partly cloudy,25.00,15.00,15.00,77.00,0.00,1015.00,4,10.00,9.00,Design Delays
Partly cloudy,25.00,15.00,15.00,77.00,0.00,1015.00,4,10.00,9.00,Design Delays
Partly cloudy,25.00,15.00,15.00,77.00,0.00,1015.00,4,10.00,9.00,Design Delays
Moderate rain,100.00,8.00,7.00,98.00,2.00,1023.00,2,6.00,7.00,Delay By Others
Moderate rain,100.00,8.00,7.00,98.00,2.00,1023.00,2,6.00,7.00,Delay By Others
Sunny,0.00,33.00,31.00,20.00,0.00,1013.00,8,10.00,18.00,Weather
Sunny,0.00,33.00,31.00,20.00,0.00,1013.00,8,10.00,18.00,Weather
Partly cloudy,59.00,0.00,-3.00,78.00,0.00,1012.00,2,10.00,11.00,Plant
Partly cloudy,55.00,3.00,-2.00,84.00,0.00,1007.00,2,8.00,24.00,Safety
Light rain,93.00,6.00,2.00,67.00,0.30,1012.00,2,9.00,26.00,Plant
Light rain,93.00,6.00,2.00,67.00,0.30,1012.00,2,9.00,26.00,Plant
Partly cloudy,31.00,11.00,10.00,83.00,0.00,1015.00,1,10.00,10.00,Subcontractor Interface
Sunny,5.00,13.00,12.00,69.00,0.00,1030.00,4,10.00,11.00,Engineering
Cloudy,65.00,7.00,6.00,86.00,0.00,1041.00,2,10.00,6.00,Design Delays
Overcast,73.00,7.00,3.00,75.00,0.00,1010.00,2,10.00,19.00,Supplier Performance
Overcast,73.00,7.00,3.00,75.00,0.00,1010.00,2,10.00,19.00,Supplier Performance
Partly cloudy,75.00,14.00,13.00,63.00,1.50,1015.00,3,10.00,19.00,Ground Condition
Overcast,100.00,19.00,19.00,77.00,0.00,1013.00,4,10.00,17.00,Design Delays
Sunny,15.00,12.00,12.00,65.00,0.00,1025.00,4,10.00,3.00,Ground Condition
Sunny,15.00,12.00,12.00,65.00,0.00,1025.00,4,10.00,3.00,Ground Condition
Overcast,95.00,9.00,6.00,85.00,0.00,1018.00,2,10.00,20.00,Weather
Sunny,15.00,7.00,3.00,69.00,0.00,1005.00,3,10.00,21.00,Delay By Others
Partly cloudy,29.00,7.00,2.00,63.00,0.00,1022.00,3,10.00,29.00,Weather
Partly cloudy,29.00,7.00,2.00,63.00,0.00,1022.00,3,10.00,29.00,Weather
Overcast,98.00,17.00,17.00,79.00,0.00,1022.00,4,10.00,11.00,Subcontractor Planning
Overcast,98.00,17.00,17.00,79.00,0.00,1022.00,4,10.00,11.00,Subcontractor Planning
Overcast,100.00,15.00,15.00,85.00,0.00,1022.00,4,10.00,9.00,Subcontractor Planning
Overcast,95.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Plant
Overcast,95.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Plant
Light drizzle,91.00,7.00,3.00,82.00,0.10,1015.00,2,5.00,18.00,Weather
Light drizzle,91.00,7.00,3.00,82.00,0.10,1015.00,2,5.00,18.00,Weather
Light drizzle,91.00,7.00,3.00,82.00,0.10,1015.00,2,5.00,18.00,Weather
Light drizzle,91.00,7.00,3.00,82.00,0.10,1015.00,2,5.00,18.00,Weather
Mist,28.00,13.00,12.00,90.00,0.00,1016.00,3,5.00,12.00,Delay By Others
Thundery outbreaks possible,100.00,10.00,7.00,95.00,0.00,991.00,2,9.00,18.00,Planning
Sunny,1.00,19.00,19.00,52.00,0.00,1026.00,5,10.00,4.00,Design Delays
Partly cloudy,74.00,10.00,8.00,80.00,0.00,1021.00,4,10.00,21.00,Design Delays
Overcast,50.00,4.00,1.00,100.00,0.00,1026.00,2,10.00,6.00,Subcontractor Performance
Sunny,0.00,39.00,39.00,14.00,0.00,1011.00,9,10.00,24.00,Weather
Rain Shower,75.00,11.00,7.00,50.00,0.00,986.00,3,10.00,65.00,Weather
Rain Shower,75.00,11.00,7.00,50.00,0.00,986.00,3,10.00,65.00,Weather
Cloudy,68.00,9.00,8.00,90.00,0.00,1009.00,2,10.00,7.00,Delay By Others
Patchy rain possible,86.00,14.00,12.00,72.00,0.10,1006.00,3,10.00,24.00,Materials
Patchy rain possible,74.00,8.00,4.00,48.00,0.00,1017.00,2,10.00,32.00,Delay By Others
Sunny,15.00,22.00,22.00,61.00,0.00,1016.00,6,10.00,20.00,Weather
Partly cloudy,25.00,21.00,21.00,64.00,0.00,1015.00,6,10.00,22.00,Weather
Sunny,15.00,22.00,22.00,61.00,0.00,1016.00,6,10.00,20.00,Weather
Light rain,100.00,6.00,2.00,84.00,0.40,1016.00,2,9.00,26.00,Covid-19
Light rain,100.00,6.00,2.00,84.00,0.40,1016.00,2,9.00,26.00,Covid-19
Cloudy,75.00,20.00,20.00,69.00,0.00,1016.00,5,10.00,9.00,Resource
Partly cloudy,75.00,18.00,18.00,56.00,0.00,1028.00,5,10.00,26.00,Supplier Performance
Patchy rain possible,82.00,13.00,11.00,72.00,0.10,1003.00,3,10.00,23.00,Engineering
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Patchy rain possible,84.00,19.00,19.00,74.00,0.10,1007.00,4,10.00,18.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Patchy rain possible,84.00,19.00,19.00,74.00,0.10,1007.00,4,10.00,18.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Sunny,4.00,16.00,16.00,48.00,0.00,1026.00,5,10.00,17.00,Materials
Partly cloudy,54.00,9.00,5.00,78.00,0.00,999.00,3,10.00,25.00,Ground Condition
Patchy rain possible,100.00,9.00,7.00,89.00,0.00,1013.00,2,10.00,15.00,Subcontractor Performance
Sunny,4.00,3.00,1.00,82.00,0.00,1037.00,2,10.00,5.00,Design Delays
Partly cloudy,63.00,11.00,9.00,82.00,0.00,1006.00,4,10.00,19.00,Plant
Overcast,75.00,3.00,1.00,74.00,0.00,1011.00,1,10.00,5.00,Plant
Sunny,0.00,19.00,19.00,46.00,0.00,1022.00,5,10.00,15.00,Delay By Others
Sunny,14.00,23.00,23.00,41.00,0.00,1021.00,6,10.00,8.00,Delay By Others
Sunny,7.00,5.00,2.00,73.00,0.00,1033.00,2,10.00,9.00,Resource
Sunny,7.00,5.00,2.00,73.00,0.00,1033.00,2,10.00,9.00,Resource
Overcast,100.00,12.00,9.00,88.00,0.70,995.00,3,10.00,26.00,Weather
Overcast,96.00,9.00,6.00,78.00,0.00,998.00,2,10.00,29.00,Subcontractor Performance
Overcast,96.00,9.00,6.00,78.00,0.00,998.00,2,10.00,29.00,Subcontractor Performance
Sunny,23.00,15.00,15.00,62.00,0.00,1012.00,5,10.00,18.00,Supplier Performance
Sunny,23.00,15.00,15.00,62.00,0.00,1012.00,5,10.00,18.00,Supplier Performance
Sunny,23.00,15.00,15.00,62.00,0.00,1012.00,5,10.00,18.00,Supplier Performance
Sunny,22.00,14.00,13.00,68.00,0.00,1012.00,4,10.00,17.00,Supplier Performance
Sunny,18.00,7.00,4.00,86.00,0.00,1019.00,3,10.00,16.00,Plant
Partly cloudy,23.00,6.00,4.00,90.00,0.00,1019.00,3,10.00,14.00,Plant
Partly cloudy,50.00,12.00,10.00,62.00,0.00,1015.00,4,10.00,24.00,Plant
Clear,8.00,21.00,21.00,59.00,0.00,1013.00,1,10.00,12.00,Design Delays
Sunny,11.00,4.00,2.00,80.00,0.00,1031.00,2,10.00,7.00,Subcontractor Planning
Sunny,13.00,20.00,20.00,46.00,0.00,1024.00,6,10.00,9.00,Materials
Light rain shower,72.00,19.00,19.00,73.00,0.50,1009.00,4,10.00,18.00,Design Delays
Sunny,25.00,14.00,12.00,59.00,0.00,1016.00,4,10.00,13.00,Design Delays
Sunny,25.00,14.00,12.00,59.00,0.00,1016.00,4,10.00,13.00,Design Delays
Sunny,7.00,9.00,8.00,80.00,0.00,1010.00,3,10.00,7.00,Subcontractor Performance
Sunny,7.00,9.00,8.00,80.00,0.00,1010.00,3,10.00,7.00,Subcontractor Performance
Sunny,7.00,9.00,8.00,80.00,0.00,1010.00,3,10.00,7.00,Subcontractor Performance
Sunny,0.00,22.00,25.00,59.00,0.00,1024.00,6,10.00,10.00,Plant
Sunny,0.00,-1.00,-3.00,86.00,0.00,1040.00,2,10.00,9.00,Subcontractor Planning
Overcast,100.00,11.00,9.00,76.00,0.00,1023.00,3,10.00,13.00,Delay By Others
Partly cloudy,75.00,16.00,16.00,45.00,0.00,1019.00,3,10.00,15.00,Subcontractor Performance
Overcast,100.00,11.00,9.00,72.00,0.00,1026.00,3,10.00,11.00,Materials
Partly cloudy,70.00,10.00,8.00,61.00,0.00,1026.00,1,10.00,18.00,Materials
Sunny,0.00,13.00,11.00,44.00,0.00,1015.00,5,10.00,19.00,Delay By Others
Partly cloudy,62.00,16.00,16.00,59.00,0.00,1010.00,5,10.00,14.00,IT
Sunny,2.00,35.00,34.00,22.00,0.00,1017.00,9,10.00,11.00,Safety
Sunny,2.00,35.00,34.00,22.00,0.00,1017.00,9,10.00,11.00,Safety
Sunny,2.00,35.00,34.00,22.00,0.00,1017.00,9,10.00,11.00,Safety
Sunny,2.00,35.00,33.00,21.00,0.00,1017.00,8,10.00,13.00,Safety
Partly cloudy,63.00,8.00,5.00,79.00,0.00,1015.00,3,10.00,14.00,Subcontractor Performance
Light rain shower,95.00,16.00,16.00,77.00,0.40,999.00,4,10.00,17.00,Plant
Light rain shower,95.00,16.00,16.00,77.00,0.40,999.00,4,10.00,17.00,Plant
Light rain shower,95.00,16.00,16.00,77.00,0.40,999.00,4,10.00,17.00,Plant
Sunny,0.00,15.00,14.00,55.00,0.00,1021.00,4,10.00,13.00,Safety
Partly cloudy,27.00,8.00,4.00,60.00,0.00,1023.00,3,10.00,27.00,Ground Condition
Partly cloudy,27.00,8.00,4.00,60.00,0.00,1023.00,3,10.00,27.00,Ground Condition
Partly cloudy,28.00,7.00,3.00,61.00,0.00,1022.00,3,10.00,28.00,Ground Condition
Partly cloudy,27.00,8.00,4.00,60.00,0.00,1023.00,3,10.00,27.00,Ground Condition
Cloudy,85.00,15.00,13.00,83.00,0.00,1013.00,3,10.00,17.00,Planning
Cloudy,78.00,19.00,19.00,63.00,0.00,1009.00,4,10.00,22.00,Experience/Competence
Sunny,9.00,16.00,16.00,65.00,0.00,1019.00,5,10.00,3.00,Materials
Sunny,8.00,14.00,14.00,72.00,0.00,1019.00,4,10.00,3.00,Materials
Partly cloudy,46.00,0.00,-3.00,79.00,0.00,1010.00,2,10.00,7.00,Planning
Partly cloudy,48.00,0.00,-2.00,75.00,0.00,1010.00,2,10.00,6.00,Planning
Partly cloudy,46.00,0.00,-3.00,79.00,0.00,1010.00,2,10.00,7.00,Planning
Partly cloudy,25.00,5.00,3.00,70.00,0.00,1027.00,3,10.00,9.00,Subcontractor Performance
Overcast,92.00,4.00,3.00,91.00,0.00,1014.00,1,10.00,5.00,Weather
Cloudy,83.00,5.00,4.00,90.00,0.00,1015.00,1,10.00,4.00,Weather
Overcast,92.00,4.00,3.00,91.00,0.00,1014.00,1,10.00,5.00,Weather
Sunny,9.00,9.00,9.00,72.00,0.00,1016.00,3,10.00,3.00,Subcontractor Performance
Sunny,9.00,9.00,9.00,72.00,0.00,1016.00,3,10.00,3.00,Subcontractor Performance
Light rain shower,100.00,14.00,12.00,93.00,0.20,994.00,3,10.00,31.00,Weather
Patchy rain possible,73.00,25.00,26.00,49.00,0.00,1008.00,5,10.00,11.00,Materials
Sunny,12.00,25.00,26.00,48.00,0.00,1010.00,6,10.00,12.00,Materials
Partly cloudy,42.00,11.00,10.00,88.00,0.00,1013.00,4,10.00,11.00,Delay By Others
Partly cloudy,53.00,10.00,8.00,93.00,0.00,1012.00,1,10.00,10.00,Delay By Others
Sunny,9.00,26.00,25.00,32.00,0.00,1010.00,7,10.00,9.00,Materials
Partly cloudy,53.00,21.00,21.00,56.00,0.00,1014.00,6,10.00,9.00,Safety
Partly cloudy,53.00,21.00,21.00,56.00,0.00,1014.00,6,10.00,9.00,Safety
Partly cloudy,75.00,7.00,3.00,87.00,0.00,1008.00,2,10.00,19.00,Weather
Partly cloudy,37.00,21.00,21.00,39.00,0.00,1024.00,6,10.00,11.00,Subcontractor Performance
Sunny,0.00,10.00,10.00,66.00,0.00,1031.00,4,10.00,7.00,Subcontractor Planning
Partly cloudy,73.00,19.00,19.00,50.00,0.00,1024.00,5,10.00,15.00,Plant
Clear,5.00,14.00,13.00,67.00,0.00,1023.00,1,10.00,15.00,Plant
Clear,5.00,14.00,13.00,67.00,0.00,1023.00,1,10.00,15.00,Plant
Clear,3.00,12.00,10.00,70.00,0.00,1023.00,1,10.00,14.00,Plant
Clear,3.00,12.00,10.00,70.00,0.00,1023.00,1,10.00,14.00,Plant
Partly cloudy,53.00,14.00,13.00,80.00,0.00,1004.00,4,10.00,15.00,Weather
Partly cloudy,53.00,14.00,13.00,80.00,0.00,1004.00,4,10.00,15.00,Weather
Partly cloudy,50.00,12.00,10.00,71.00,0.00,1022.00,3,10.00,11.00,Design Delays
Sunny,9.00,3.00,3.00,78.00,0.00,1028.00,2,10.00,4.00,Subcontractor Planning
Sunny,9.00,3.00,3.00,78.00,0.00,1028.00,2,10.00,4.00,Subcontractor Planning
Sunny,16.00,25.00,25.00,41.00,0.00,1018.00,6,10.00,19.00,Plant
Sunny,20.00,6.00,4.00,82.00,0.00,1015.00,3,10.00,10.00,Weather
Cloudy,82.00,19.00,19.00,57.00,0.00,1004.00,4,10.00,14.00,Communication
Cloudy,76.00,13.00,11.00,90.00,0.00,1025.00,3,10.00,16.00,Subcontractor Interface
Partly cloudy,18.00,20.00,20.00,62.00,0.00,1022.00,5,10.00,14.00,Experience/Competence
