text,label
Soils leaving their work area clean and tidy before moving to next borehole position.,Good Practice
Front line supervisor asked for the logs that had been delivered for Three Shires to be lowered and made safe as they were stacked too high ,Good Practice
Good Housekeeping of Works Vehicles and Site Welfare,Good Practice
Transition from red to white HVO on site has been completed ahead of the Gov deadline to ensure we remain compliant. ,Good Practice
Another 101 letters dropped of local residents informing them of upcoming daytime GI phase 4 works,Good Practice
"Can we move/cover the confi bin? As the wet weather moves in, rain can ingress through the top of the bin and saturate the paper within. If it get too wet there is a risk a load could be rejected due to poor quality",Hazard
Desk left in front of heater ,Hazard
Fixed the heaters in the canteen and shower Jacqui how to use the remote ,Good Practice
Poster has been put up in the office by the new battery recycling box to encourage use and explains why recycling batteries is important,Good Practice
All compound area has been de-vegetated,Good Practice
 Three shires post and roped around ponds in area 18 to keep pedestrians out and fenced off all plant,Good Practice
Window unlocked on canteen container ,Hazard
Soil Engineering blocks moved with the forklift to the drill area,Good Practice
Test,Hazard
"Machine operating in the yard was left unattended with double amber beacons flashing which indicates seatbelt is engaged. Upon speaking to ops, seat belt had been left plugged in. Works manager stopped works.",Hazard
"Noticed a request box for water bottles, that were then intended to be used for a teaching opportunity - reusing recyclable materials for an ecosystem - excellent! ",Good Practice
The fastenings holding the shelf up in the cupboard in the canteen seem to have been put in the wrong way round causing the shelf to collapse. ,Hazard
Good to see weekly health abs safety checks being carried out - spreadsheet updated with changes ,Good Practice
"Whilst sitting in the security office, evening sun is glaring through window to main road, making it difficult to see vehicles/pedestrians entering site",Hazard
"Welfare van not fit for purpose...toilet filthy,rest area not clean and fittings old and rusty.",Hazard
Gully replaced after being damaged - excellent job,Good Practice
Mud on road outside Vellacott,Hazard
Asked for what 3 words to be put on the permit,Good Practice
Sign at front of site obstructs view of on coming traffic ,Hazard
Ecologists working safely skipping locations that are potentially hazardous,Good Practice
Spoke to food van driver regarding excessive speed through site ,Hazard
Sink in the canteen is leaking,Hazard
Paint has bubbled on the male toilet door ,Good Practice
"Project manager has been amazing to my team and myself, always helping and very friendly ",Good Practice
Skip is full,Hazard
Flooded link box within manhole,Hazard
A bottle of toilet cleaner appears to have been stolen out of the single shower and toilet. Empy bottle not in the bin .,Good Practice
Problem with the observation app when saved to the Home Screen it doesn’t reload the form for the observation so you need to scan the QR code every time ,Hazard
"Keith has been amazing and has a go to attitude, always early and leaves late. Never says no when asked for help",Good Practice
"Overgrown vegetation at Area 18 entrance, unable to see  black and white bollards",Hazard
Identified slow puncture on vehicle in Kelvedon parking lot,Hazard
Removal of trip hazards,Good Practice
"CosTalks -  Yesterdays (04/05/2022) topic was “Weather Resilience as a Service” Covered how Costain are helping clients become more resilient to the impacts of the weather – Currently working with Network rail and the Weather Risk Taskforce, Transport for Wales & exploring opportunities & ideas for growth. NB 4 / 5 members from the A12 Project team attended the talk virtually, 1 declined and 2 were listed as unknown.  A12 has 4 people listed as members of Cos Talks.  Of the A12 people listed in the attendance schedule yesterday, an additional 2 that are members were not in attendance.  Therefore, it appears that at least 10 people from A12 are actively involved in Cos Talks  - which is about 25% of those listed on the current A12 org chart. ",Good Practice
Grass/weeds growing too high around solar panels,Hazard
Quality of work in Brice Quarry raising concerns,Hazard
Empty can of red bull found on the ground in area 18,Hazard
Digging team welcomed new labourers and shared the knowledge they have gained and tried to make them feel part of a team.,Good Practice
"Noticed a colleague ensuring that the rubbish in the kitchen was disposed of in the appropriate bins - recycling, food waster, other",Good Practice
Beeping of defibrillator ,Hazard
The end of a stink pipe has come off and excrement is dripping onto the ground ,Hazard
Impact driver with no ball on the socket was sent back to Speedy a replacement is being sent,Good Practice
"Hot weather increased amount of dust that settles on top of everything, cones, tables, chairs etc.",Hazard
HVO fuel use mandated by Costain from 2022,Good Practice
Custard tin with sharp lid left up and not thrown on the bin,Hazard
Cones in the car park are too close to the fence narrowing the footpath,Hazard
Lynch rubber duck driver using his mobile phone in ppe area whilst there was multiple large vehicles manoeuvring near gate of compound. ,Hazard
Tool box talk on nights was not given to all staff,Hazard
Water building up outside office door due to heavy rain,Hazard
The radiators at Kelvedon site office have been switched off/disconnected and the A/C units are being used to heat the office. These are massively more efficient and a quick fix in saving energy and money. ,Good Practice
